what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1318741478037
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1318741525719
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1318741525868
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1318741608967
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318741617282
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1318741651065
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318741652906
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1318741706616
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1318741709342
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318741713957
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318741714068
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318741754740
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318741763424
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1318741793885
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318741795471
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1318741797018
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1318741797418
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1318741797979
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1318741798772
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1318741815985
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318741824790
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318741825045
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318741825132
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1318741834488
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318741843508
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318741843644
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1318741850090
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318741858353
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318741863251
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318741863351
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1318741901306
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1318741941182
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318741961111
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318741962235
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318741963576
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318741964639
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318741966613
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318741982909
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318741983216
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318741983313
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318742025228
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318742116775
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318742187723
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743010937
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743014886
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743037525
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743073831
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743076169
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743296847
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318743299261
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743304225
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743310118
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318743310558
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318743310677
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1318743314488
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743344889
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743371637
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743376840
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743381340
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318743381423
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318743381423
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318743384665
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1318743427531
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1318743433944
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743439474
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743502719
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318743508854
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1318743513170
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1318743513261
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743518821
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1318743526905
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1318743527052
started,bundle,org.eclipse.pde.core,3.6.2.v20110210_r362,"org.eclipse.pde.core",1318743527184
started,bundle,org.eclipse.wst.xml.core,1.1.504.v201104070043,"org.eclipse.wst.xml.core",1318743527279
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1318743527400
started,bundle,org.eclipse.jst.jsp.ui,1.1.504.v201103231819,"org.eclipse.jst.jsp.ui",1318743527474
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1318743527497
started,bundle,org.eclipse.jst.jsp.core,1.2.305.v201104281428,"org.eclipse.jst.jsp.core",1318743527581
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743527736
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1318743527751
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318743530081
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318743530183
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1318743535344
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1318743543041
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1318743545440
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1318743615293
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1318743616685
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1318743616842
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1318743617252
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1318743617585
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1318743618064
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1318743618523
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1318743618843
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1318743619057
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743630134
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743631689
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743646980
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743710410
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743722629
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743887069
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318743893603
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318743895626
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318743902729
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318743903025
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318743903109
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1318743906430
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743921471
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743921582
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1318743924466
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318743929684
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318743933725
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318743933788
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318743933788
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743946284
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743946394
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743946431
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743950469
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743950495
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743951394
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318743956852
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318744076087
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318744079819
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1318744088074
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318744105978
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318744106117
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1318744155541
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1318744155880
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1318744156121
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1318744156551
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1318744156878
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318744164257
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318744164440
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318744195155
